Tenor,Index_Loss,Avg_Constituent_Loss
1,0.001630779836692775,0.0022665539420640216
2,0.004853329004172124,0.0061689216686933125
3,0.009651273119045923,0.012018749749382475
5,0.0263334868955462,0.02921156784761443
7,0.05018283643261005,0.05733184044349996
10,0.0910182263174183,0.09817395890813536
