Tenor,Detachment,Correlation
5.0,0.005,0.14488503523170398
5.0,0.01,0.16943135847016338
5.0,0.015,0.19369458208982943
5.0,0.02,0.2174962324213303
5.0,0.025,0.240657835795294
5.0,0.03,0.2630009185423486
5.0,0.035,0.2843470069931221
5.0,0.04,0.3045176274782426
5.0,0.045,0.32333430632833826
5.0,0.05,0.34061856987403694
5.0,0.055,0.35619194444596686
5.0,0.06,0.36987595637475595
5.0,0.065,0.38149213199103243
5.0,0.07,0.3908619976254242
5.0,0.075,0.39813403449338763
5.0,0.08,0.4039725118846698
5.0,0.085,0.40897263824133495
5.0,0.09,0.41372962200544705
5.0,0.095,0.4188386716190704
5.0,0.1,0.424894995524269
5.0,0.105,0.4318178645628033
5.0,0.11,0.43912767229432315
5.0,0.115,0.4468213112377269
5.0,0.12,0.4548956739119127
5.0,0.125,0.4633476528357791
5.0,0.13,0.4721741405282243
5.0,0.135,0.4813720295081467
5.0,0.14,0.49093821229444456
5.0,0.145,0.5008695814060162
5.0,0.15,0.51116302936176
7.0,0.005,0.13679937718561858
7.0,0.01,0.1657840056801675
7.0,0.015,0.19398754802728504
7.0,0.02,0.22135464438375568
7.0,0.025,0.2478299349063638
7.0,0.03,0.2733580597518937
7.0,0.035,0.2978836590771299
7.0,0.04,0.32135137303885675
7.0,0.045,0.34370584179385866
7.0,0.05,0.36489170549891997
7.0,0.055,0.38485360431082516
7.0,0.06,0.4035361783863585
7.0,0.065,0.42088406788230465
7.0,0.07,0.4368419129554478
7.0,0.075,0.4514975997106569
7.0,0.08,0.4650655403670059
7.0,0.085,0.4776801642525861
7.0,0.09,0.4894759006954889
7.0,0.095,0.5005871790238059
7.0,0.1,0.5111484285656285
7.0,0.105,0.521368579918552
7.0,0.11,0.5313409999615003
7.0,0.115,0.5410267724445578
7.0,0.12,0.5503869811178087
7.0,0.125,0.5593827097313369
7.0,0.13,0.5679750420352266
7.0,0.135,0.5761250617795624
7.0,0.14,0.5837938527144281
7.0,0.145,0.590942498589908
7.0,0.15,0.5975320831560863
10.0,0.005,0.05516537594807933
10.0,0.01,0.09980106207134694
10.0,0.015,0.1435858546119991
10.0,0.02,0.18628833012404397
10.0,0.025,0.2276770651614896
10.0,0.03,0.267520636278344
10.0,0.035,0.3055876200286153
10.0,0.04,0.34164659296631156
10.0,0.045,0.37546613164544085
10.0,0.05,0.40681481262001123
10.0,0.055,0.43546121244403085
10.0,0.06,0.4611739076715076
10.0,0.065,0.4837214748564498
10.0,0.07,0.5028724905528653
10.0,0.075,0.5190989200933853
10.0,0.08,0.5333179954636182
10.0,0.085,0.5459661931970388
10.0,0.09,0.5574799898271212
10.0,0.095,0.56829586188734
10.0,0.1,0.5788502859111696
10.0,0.105,0.5893061720087224
10.0,0.11,0.5995090172018606
10.0,0.115,0.6094191783916827
10.0,0.12,0.6189970124792872
10.0,0.125,0.6282028763657729
10.0,0.13,0.6369971269522381
10.0,0.135,0.6453401211397818
10.0,0.14,0.6531922158295025
10.0,0.145,0.6605137679224986
10.0,0.15,0.667265134319869
