Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0016178150283158387,0.002292590867115232
2,0.004827301784084237,0.006187460610317828
3,0.009624889948466353,0.011971710434376054
5,0.026249903288558186,0.02870101848675749
7,0.05002141842254863,0.056359163166889055
10,0.09089758330534566,0.09683277843504716
