Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0015310433113348897,0.0022665539420640216
2,0.004654778282726579,0.0061689216686933125
3,0.009355480466974675,0.012018749749382475
5,0.025851981255385504,0.02921156784761443
7,0.04953166258422343,0.05733184044349996
10,0.09014642199064472,0.09817395890813536
