Tenor,Detachment,Correlation
3.0,0.005,0.20197996612704192
3.0,0.01,0.2032088612160902
3.0,0.015,0.20443775630513847
3.0,0.02,0.20566665139418674
3.0,0.025,0.20689554648323502
3.0,0.03,0.2081244415722833
3.0,0.035,0.20935333666133157
3.0,0.04,0.21058223175037985
3.0,0.045,0.21181112683942813
3.0,0.05,0.2130400219284764
3.0,0.055,0.21426891701752468
3.0,0.06,0.21549781210657296
3.0,0.065,0.21672670719562123
3.0,0.07,0.2179556022846695
3.0,0.075,0.21918449737371778
3.0,0.08,0.22041339246276606
3.0,0.085,0.22164228755181434
3.0,0.09,0.22287118264086261
3.0,0.095,0.2241000777299109
3.0,0.1,0.22532897281895917
3.0,0.105,0.22655786790800744
3.0,0.11,0.22778676299705572
3.0,0.115,0.229015658086104
3.0,0.12,0.23024455317515227
3.0,0.125,0.23147344826420055
3.0,0.13,0.23270234335324883
3.0,0.135,0.2339312384422971
3.0,0.14,0.23516013353134538
3.0,0.145,0.23638902862039365
3.0,0.15,0.23761792370944193
5.0,0.005,0.1814482293192095
5.0,0.01,0.20745416905501804
5.0,0.015,0.23309691454596537
5.0,0.02,0.2582041091201935
5.0,0.025,0.2826033961058442
5.0,0.03,0.3061224188310594
5.0,0.035,0.32858882062398104
5.0,0.04,0.349830244812751
5.0,0.045,0.36967433472551114
5.0,0.05,0.3879487336904034
5.0,0.055,0.4044810850355696
5.0,0.06,0.4190990320891518
5.0,0.065,0.43163021817929165
5.0,0.07,0.4419022866341312
5.0,0.075,0.4499876304946534
5.0,0.08,0.4565135520912171
5.0,0.085,0.4621400586860276
5.0,0.09,0.4675271575412906
5.0,0.095,0.47333485591921176
5.0,0.1,0.4802231610819966
5.0,0.105,0.48811240596744027
5.0,0.11,0.49647951671132606
5.0,0.115,0.5053193903728415
5.0,0.12,0.5146269240111743
5.0,0.125,0.5243970146855118
5.0,0.13,0.5346245594550417
5.0,0.135,0.5453044553789516
5.0,0.14,0.5564315995164288
5.0,0.145,0.5680008889266611
5.0,0.15,0.5800072206688361
7.0,0.005,0.16238327930277976
7.0,0.01,0.19310263282713558
7.0,0.015,0.2229885059574331
7.0,0.02,0.2519946276610174
7.0,0.025,0.28007472690523355
7.0,0.03,0.3071825326574264
7.0,0.035,0.33327177388494117
7.0,0.04,0.3582961795551229
7.0,0.045,0.3822094786353165
7.0,0.05,0.40496540009286713
7.0,0.055,0.42651767289511977
7.0,0.06,0.4468200260094194
7.0,0.065,0.46582618840311124
7.0,0.07,0.4834898890435401
7.0,0.075,0.4997968415881146
7.0,0.08,0.5149087079955341
7.0,0.085,0.52904313968508
7.0,0.09,0.5424177880760334
7.0,0.095,0.5552503045876755
7.0,0.1,0.567758340639288
7.0,0.105,0.5800682245046234
7.0,0.11,0.5921429476035504
7.0,0.115,0.6039551560745228
7.0,0.12,0.615477496055995
7.0,0.125,0.6266826136864213
7.0,0.13,0.6375431551042559
7.0,0.135,0.648031766447953
7.0,0.14,0.6581210938559667
7.0,0.145,0.6677837834667516
7.0,0.15,0.6769924814187616
10.0,0.005,0.07554705408240596
10.0,0.01,0.12115677033073995
10.0,0.015,0.1659125711582027
10.0,0.02,0.20957332704067666
10.0,0.025,0.2518979084540441
10.0,0.03,0.2926451858741874
10.0,0.035,0.331574029776989
10.0,0.04,0.3684433106383312
10.0,0.045,0.40301189893409634
10.0,0.05,0.4350386651401669
10.0,0.055,0.46428247973242515
10.0,0.06,0.49050221318675347
10.0,0.065,0.5134567359790343
10.0,0.07,0.5329049185851499
10.0,0.075,0.5493181507381335
10.0,0.08,0.5636480598036767
10.0,0.085,0.5763738727066495
10.0,0.09,0.5879748163719216
10.0,0.095,0.5989301177243629
10.0,0.1,0.6097190036888432
10.0,0.105,0.6204729450016282
10.0,0.11,0.6309802258881516
10.0,0.115,0.6412052935070364
10.0,0.12,0.6511125950169048
10.0,0.125,0.6606665775763791
10.0,0.13,0.6698316883440824
10.0,0.135,0.6785723744786368
10.0,0.14,0.6868530831386651
10.0,0.145,0.6946382614827895
10.0,0.15,0.701892356669633
