Tenor,Index_Loss,Avg_Constituent_Loss
1,0.001642747102818376,0.002344404837925305
2,0.004890816715317569,0.006334967982018319
3,0.009819175053009731,0.012283435204400547
5,0.0265490186433436,0.02956132017458436
7,0.050362405207823355,0.057810507973189304
10,0.09119881444528562,0.09897601967151648
