Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0016427471028182428,0.0023990353074682708
2,0.004980597204566983,0.006523946873185304
3,0.010310405473159244,0.012597277421324342
5,0.02754258673327581,0.03039922392664148
7,0.05212964392851096,0.059023108949656296
10,0.09278330142853299,0.1007103087697379
