Company,Recovery,S_1Y,S_2Y,S_3Y,S_5Y,S_7Y,S_10Y
Advanced Micro D,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Honeywell Intern,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Barrick Mining C,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
American Electri,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
American Expres,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
American Interna,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Arrow Electronic,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
AutoZone Inc,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Avnet Inc,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Baxter Internatio,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Verizon Commun,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Best Buy Co Inc,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Boeing Co/The,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Boston Scientific,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Bristol-Myers Sq,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Campbell's Comp,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Caterpillar Inc,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Conagra Brands ,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
CSX Corp,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Danaher Corp,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Target Corp,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Deere & Co,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Dominion Energy,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Dow Chemical Co,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
FedEx Corp,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Ford Motor Co,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
Freeport-McMoRa,0.4,0.9972661523244155,0.9917107323816705,0.9828387386387024,0.9541455018206131,0.9132097101806298,0.8455279929088829
