Tenor,Detachment,Correlation
5.0,0.005,0.14534769986321086
5.0,0.01,0.16964122411827687
5.0,0.015,0.19366735945561037
5.0,0.02,0.21724615249613385
5.0,0.025,0.24019764986076975
5.0,0.03,0.2623418981704404
5.0,0.035,0.28349894404606824
5.0,0.04,0.30348883410857574
5.0,0.045,0.3221316149788853
5.0,0.05,0.3392473332779193
5.0,0.055,0.3546560356266002
5.0,0.06,0.36817776864585033
5.0,0.065,0.37963257895659225
5.0,0.07,0.3888405131797482
5.0,0.075,0.3959587709170828
5.0,0.08,0.4016586263256693
5.0,0.085,0.406531237859393
5.0,0.09,0.4111677639721395
5.0,0.095,0.41615936311779417
5.0,0.1,0.4220971937502425
5.0,0.105,0.42890500047345825
5.0,0.11,0.43610992457179565
5.0,0.115,0.44370821951971084
5.0,0.12,0.45169613879166015
5.0,0.125,0.46006993586209977
5.0,0.13,0.468825864205486
5.0,0.135,0.47796017729627494
5.0,0.14,0.48746912860892294
5.0,0.145,0.49734897161788605
5.0,0.15,0.5075959597976207
7.0,0.005,0.13978434866244113
7.0,0.01,0.16884243114279668
7.0,0.015,0.1971158019566019
7.0,0.02,0.22455107656988452
7.0,0.025,0.25109487044867207
7.0,0.03,0.2766937990589921
7.0,0.035,0.3012944778668724
7.0,0.04,0.3248435223383404
7.0,0.045,0.3472875479394238
7.0,0.05,0.3685731701361502
7.0,0.055,0.38864700439454725
7.0,0.06,0.4074556661806425
7.0,0.065,0.4249457709604636
7.0,0.07,0.4410639342000382
7.0,0.075,0.4558960566649239
7.0,0.08,0.4696491301845787
7.0,0.085,0.48245140682088017
7.0,0.09,0.4944311386357061
7.0,0.095,0.5057165776909343
7.0,0.1,0.5164359760484423
7.0,0.105,0.5268026201699734
7.0,0.11,0.5369179779308665
7.0,0.115,0.5467425735133922
7.0,0.12,0.5562369310998215
7.0,0.125,0.5653615748724257
7.0,0.13,0.5740770290134751
7.0,0.135,0.582343817705241
7.0,0.14,0.5901224651299943
7.0,0.145,0.5973734954700057
7.0,0.15,0.6040574329075467
10.0,0.005,0.05875166683944612
10.0,0.01,0.1038863779797891
10.0,0.015,0.1481750210910563
10.0,0.02,0.19137928963395104
10.0,0.025,0.23326087706917656
10.0,0.03,0.2735814768574361
10.0,0.035,0.31210278245943307
10.0,0.04,0.3485864873358705
10.0,0.045,0.3827942849474517
10.0,0.05,0.41448786875488014
10.0,0.055,0.4434289322188589
10.0,0.06,0.4693791688000913
10.0,0.065,0.4921002719592806
10.0,0.07,0.51135393515713
10.0,0.075,0.5276173895959155
10.0,0.08,0.541833393655814
10.0,0.085,0.5544619315643801
10.0,0.09,0.5659629875491688
10.0,0.095,0.576796545837735
10.0,0.1,0.587422590657633
10.0,0.105,0.5979862391005203
10.0,0.11,0.608301079456304
10.0,0.115,0.6183298027499139
10.0,0.12,0.6280351000062802
10.0,0.125,0.6373796622503328
10.0,0.13,0.6463261805070017
10.0,0.135,0.6548373458012169
10.0,0.14,0.6628758491579084
10.0,0.145,0.6704043816020061
10.0,0.15,0.6773856341584401
