Tenor,Detachment,Correlation
3.0,0.03,0.12306612200579169
5.0,0.03,0.2623418981704404
5.0,0.07,0.3888405131797482
5.0,0.1,0.42209719375024257
5.0,0.15,0.5075959597976207
7.0,0.03,0.2766937990589921
7.0,0.07,0.44106393420003825
7.0,0.1,0.5164359760484423
7.0,0.15,0.6040574329075467
10.0,0.03,0.2735814768574361
10.0,0.07,0.51135393515713
10.0,0.1,0.587422590657633
10.0,0.15,0.6773856341584401
