Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0016307798366929748,0.002387100753454686
2,0.004942236366550534,0.006463298960421995
3,0.010273047012003711,0.01250619709901792
5,0.02760222355747044,0.030353555219437185
7,0.05214221185228538,0.05884848530825999
10,0.09272304261218631,0.10033687481755822
