Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0016646864691449049,0.002437802502289327
2,0.0050519762011534295,0.006576081681363843
3,0.010353088971020429,0.01266544100241302
5,0.027499267566906193,0.03033763008392775
7,0.05198610288800163,0.05864805928763599
10,0.09297411250733942,0.09984625950164727
