Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0016427471028182428,0.0023990353074682677
2,0.004980597204566983,0.006523946873185282
3,0.010310405473159045,0.012597277421324347
5,0.027542586733275608,0.03039922392664147
7,0.05212964392851076,0.05902310894965633
10,0.09278330142853305,0.10071030876973791
