Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0016218042300403912,0.002325728273466478
2,0.004754969991532065,0.006223101827900567
3,0.00969807632165678,0.01197928721979352
5,0.026453693685614253,0.02857604268540956
7,0.050486800261481155,0.05620057979500201
10,0.09108356166792368,0.09687168406510702
