Company,Recovery,S_1Y,S_2Y,S_3Y,S_5Y,S_7Y,S_10Y
Advanced Micro D,0.4,0.9966375865271561,0.991417417281842,0.9837285295751153,0.962730012655542,0.9186494327499518,0.8636967763722148
Honeywell Intern,0.4,0.9979264203274453,0.9948615058031818,0.9905099607177151,0.9779681045689088,0.9528412329502635,0.9112147861170697
Barrick Mining C,0.4,0.9978270153664852,0.9939033038585715,0.9877475675309454,0.9668674978623228,0.9310239364822899,0.8702111134020215
American Electri,0.4,0.9978149476707048,0.9939776741165044,0.9881999717276596,0.9720067985499167,0.9411934567601504,0.8897528325662987
American Expres,0.4,0.997386394584114,0.9936461051763995,0.9882081985954019,0.9729017643840003,0.9447158787781104,0.9016115370404004
American Interna,0.4,0.9954795183858058,0.9883077030586436,0.9773882554438333,0.9480744318728634,0.8942229185561158,0.8221817086039138
Arrow Electronic,0.4,0.9956597685348509,0.9871576033866432,0.9730243159466452,0.9298171888317539,0.873500583601447,0.7925516602877669
AutoZone Inc,0.4,0.9969666747792676,0.9923148294639332,0.9866598323281418,0.9685459933236892,0.9375474301578707,0.8825115466527691
Avnet Inc,0.4,0.9954629672298684,0.9858615659354008,0.9696370981121141,0.9215523270967169,0.8542544591586393,0.7605419043890875
Baxter Internatio,0.4,0.995458324989375,0.9869307848072049,0.9742429794297046,0.927822325263605,0.86973539129044,0.793864845491355
Verizon Commun,0.4,0.9945783903148616,0.9872539016252169,0.9765602947219871,0.9494134351284654,0.9044238697238971,0.8291331681611214
Best Buy Co Inc,0.4,0.9958591897207751,0.9881345071105564,0.97818944980805,0.9428925975759692,0.8910287497204482,0.8069439770274773
Boeing Co/The,0.4,0.9943395347039469,0.9860328469139968,0.974276082870029,0.9423499030529455,0.8972592680833879,0.8323329699671205
Boston Scientific,0.4,0.9978004522779429,0.9939145765330946,0.9893063526068833,0.9721675078857044,0.93913475441014,0.8909084619448149
Bristol-Myers Sq,0.4,0.9974402260138686,0.9931203677999636,0.9874123802547754,0.9686953844290382,0.9367828774199105,0.8848975304673237
Campbell's Comp,0.4,0.996298028023353,0.9906343505909027,0.9809209205099909,0.9509138742012292,0.9026074120994363,0.8341981876578922
Caterpillar Inc,0.4,0.9979458911176146,0.9949260908114115,0.9891696784016367,0.9756524592131378,0.9466325209483153,0.8979987546201192
Conagra Brands ,0.4,0.9953283727290672,0.9875084836268226,0.9739809481023209,0.9280550095660872,0.8684135670840671,0.7864017051899094
CSX Corp,0.4,0.9979407997621701,0.995329850366348,0.9906500655474914,0.9802704090451715,0.955451223677273,0.9142523612581576
Danaher Corp,0.4,0.9980836250268977,0.9949901105103703,0.9895384299000524,0.9742224520690049,0.9388231078740541,0.8845672961803372
Target Corp,0.4,0.9965484014295162,0.990026879894386,0.9811601464558942,0.9561291728795769,0.9199771450230295,0.8649447327511093
Deere & Co,0.4,0.9975847722182772,0.9935483813572531,0.9877072976880621,0.9705218051309414,0.9381289112401827,0.8799095752216906
Dominion Energy,0.4,0.9972810057524593,0.992185395548517,0.9853822165856363,0.9655304139899621,0.9281397157728204,0.8755036702067859
Dow Chemical Co,0.4,0.9948387721567973,0.9845782401110046,0.9676738502887717,0.9144497561671829,0.8422381054287761,0.7461416794142764
FedEx Corp,0.4,0.9960632615996302,0.9898115332118383,0.9793042332047048,0.9525849079196576,0.9054408109849079,0.8355937016718717
Ford Motor Co,0.4,0.9861118539080999,0.9652217253458222,0.9375175686825388,0.8642655645543574,0.7679578274228243,0.6472231108407109
Freeport-McMoRa,0.4,0.9963598900044427,0.9883933008871343,0.9742071088788511,0.9329817143540089,0.8699422105764587,0.7812248614184325
General Electric ,0.4,0.9980103623997564,0.9951784832765089,0.9906575847221385,0.9729989648484425,0.9337408042722897,0.8710898223665041
General Mills Inc,0.4,0.996914378221734,0.99199427045982,0.9831458738274846,0.9574130118505803,0.9198060124029053,0.8587602205869919
Halliburton Co,0.4,0.9957559595560396,0.9885770221524073,0.9789736384373265,0.9467053225685456,0.8977110602543994,0.8264145364869743
Kraft Heinz Food,0.4,0.9967403713054447,0.990182358685079,0.9809264518325784,0.9532224469617893,0.8994899381130004,0.8239428185448966
HP Inc,0.4,0.9962662282322994,0.9883289648235414,0.9742435065028789,0.9341351385778472,0.8804044470006005,0.7869631775222967
Home Depot Inc/,0.4,0.9976239981772853,0.9936407063522152,0.9884863755476692,0.9733044815169489,0.9458277142749589,0.896314333565358
International Bu,0.4,0.9971248109928972,0.9922453355990853,0.9837414491566788,0.9595043841318869,0.9238553137363756,0.8691313026656112
International Pa,0.4,0.9964920552050248,0.9892470179212676,0.9777320262836475,0.9404530195179687,0.8894277380470245,0.8295023468113694
Johnson & Johns,0.4,0.9976672022488691,0.9947629541148759,0.9912268829225733,0.9799665980237302,0.9541015232782963,0.9029180713961757
Kroger Co/The,0.4,0.9972300832126133,0.9926382384464433,0.9861729198469693,0.9640336802475399,0.9258366561344976,0.8700762775511576
Lennar Corp,0.4,0.9935115856458169,0.9830362248732761,0.9669859417730652,0.9275363833207186,0.8547908044737612,0.765605068404725
Lincoln National ,0.4,0.9912149436333112,0.9770110547274713,0.9570967940857449,0.8988061220454301,0.8179167792213413,0.7139310711861362
Lowe's Cos Inc,0.4,0.9972515951446143,0.99278057631789,0.985166036301335,0.9660906826170462,0.9319036230252573,0.8727784395346346
McDonald's Corp,0.4,0.9977011736955149,0.9941684170425154,0.9892452000510046,0.9758880082774678,0.9529641271888113,0.9116799349468966
Sekisui House US,0.4,0.9944936034707111,0.9860615308644988,0.9733215137003042,0.9413543017736979,0.8777485844267929,0.7709958901230927
CVS Health Corp,0.4,0.9966803745167647,0.9902333537551959,0.9805403690581541,0.9536397303455766,0.9037162008202425,0.8297709854211475
Motorola Solution,0.4,0.9970611882914193,0.9925252401418826,0.9847652476824589,0.9625521830537099,0.9271138556639629,0.8640417097324969
Newmont Corp,0.4,0.9974003821959818,0.9928905061626817,0.9864290203325634,0.9650511340627626,0.9281610927202505,0.8619919690684
Norfolk Southern,0.4,0.997988125761583,0.9949084887887185,0.9904515186231534,0.9791890265281649,0.9546641103731103,0.9100148759869322
Northrop Grumm,0.4,0.9980788407790063,0.994272944652496,0.9895675211343495,0.9768850640088065,0.9505619718541158,0.9067865485910973
Occidental Petro,0.4,0.9914000797319524,0.9786567944303552,0.9614460015757222,0.9195714118183203,0.8540290461806487,0.7614494475052351
Omnicom Group ,0.4,0.9968081561279867,0.9913817450829151,0.9822270872869658,0.9559115937795587,0.9191619391786536,0.8559717124200553
Pfizer Inc,0.4,0.9975217792449075,0.9935103844036623,0.987434421961272,0.9686677097343692,0.928338489062611,0.8551168592889653
Exelon Corp,0.4,0.9977148571190636,0.9936958946145131,0.9875640978517076,0.9714672504342525,0.9410033284977388,0.8881765860014174
Altria Group Inc,0.4,0.9971965129991357,0.9925463394213149,0.9849512503868094,0.963223060140948,0.9217681421979869,0.8589540360506669
ConocoPhillips,0.4,0.9974097761893788,0.9931984939619516,0.9858521917957656,0.9640290175276645,0.9254058937189821,0.86652375081378
PulteGroup Inc,0.4,0.9945325203797591,0.9847176947180283,0.9704992991898428,0.9340675979900301,0.8691456913289404,0.7778517419591996
PNC Financial Se,0.4,0.9952948833862814,0.9884624405197141,0.9783924136457547,0.952080095273702,0.9116422000271283,0.8541842915708276
Procter & Gambl,0.4,0.9974103597672023,0.9939073738745507,0.9892843456641182,0.9774596752945036,0.9552662468443565,0.9161815865674026
Ryder System In,0.4,0.9969364983602207,0.989853567617085,0.9788340275651329,0.943944670065134,0.8897416529511731,0.8105774899369182
Sherwin-Williams,0.4,0.9966944178968329,0.9912454770125387,0.9829435249098184,0.9576069219710293,0.9131475698470567,0.8499106656593589
Southern Co/The,0.4,0.9971134004331111,0.9914944349405586,0.9840976777561219,0.9662423760936514,0.9296995091305399,0.8729776513552958
Southwest Airline,0.4,0.9926705075546948,0.9776375646311141,0.9588071007791509,0.9004934027650763,0.8250093596604319,0.7282500835879925
AT&T Inc,0.4,0.994133204022503,0.9857432222613579,0.9752094830199847,0.9459625064615153,0.8979319022712507,0.8302544863150534
Toll Brothers Inc,0.4,0.9941153345031803,0.9834590974923234,0.9694040972236463,0.9254414362089095,0.8523893808235823,0.7480887829129513
Johnson Controls,0.4,0.9974137326983904,0.9932157463147913,0.9871346961447962,0.9672297294759317,0.9356115691167373,0.8907111267151303
Union Pacific Cor,0.4,0.9979963637744774,0.9947510495196554,0.9898643509287881,0.9774626233668147,0.9531838133126836,0.9103231876300749
UnitedHealth Gro,0.4,0.9964054871377975,0.9909836234954643,0.982463972923048,0.9608668465532711,0.9199145647618319,0.8582229302364389
RTX Corp,0.4,0.9975051232599066,0.9928159893613401,0.9853554888967547,0.9666889016551883,0.9349746763652087,0.8834063387543463
Walmart Inc,0.4,0.9978671227930691,0.9941688187623028,0.9894797177357341,0.9767931360925753,0.9526512836273614,0.9143221761022451
Weyerhaeuser Co,0.4,0.9978380829433544,0.9942045603329278,0.9880233574146973,0.9712225920133785,0.9411190018885853,0.8867626006189778
Williams Cos Inc,0.4,0.9968231045228297,0.9916845515175571,0.9824745195085107,0.954144880791461,0.9040129430697865,0.8321096527910958
AES Corp/The,0.4,0.9935104689896288,0.9797549361091646,0.9601043908830849,0.9041044256757954,0.8209903766116142,0.725710356623181
Amgen Inc,0.4,0.9976851138193649,0.9928943102291946,0.9859594583883022,0.9690083364234875,0.9338948335471406,0.8740251948372155
Cisco Systems In,0.4,0.997796883049641,0.9939870717436643,0.9877459385852503,0.9717400910983857,0.9451717388984658,0.9015757840997422
