Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0017424650140159814,0.0023990353074682677
2,0.0051790481218008996,0.006523946873185282
3,0.010605809668358756,0.012597277421324347
5,0.02802280726625317,0.03039922392664147
7,0.05277803952837288,0.05902310894965633
10,0.09365039074069341,0.10071030876973791
