Company,Recovery,S_1Y,S_2Y,S_3Y,S_5Y,S_7Y,S_10Y
Advanced Micro D,0.4,0.9963749142162982,0.9910385262912299,0.9833549341510812,0.9621156271532031,0.9244341775205852,0.8746327385040122
Honeywell Intern,0.4,0.9979137622533077,0.9945153441847872,0.9896524860240947,0.9764335341954065,0.949988914839834,0.9061667762053457
Barrick Mining C,0.4,0.9976926929808533,0.9936880609801934,0.9873362559895564,0.9669356535992236,0.9263789617018601,0.8612393828303204
American Electri,0.4,0.9978241240341503,0.9939568264010388,0.9882019831256649,0.9717748839010731,0.9411050298868633,0.8897727596101818
American Expres,0.4,0.9972616768251304,0.9930675861061249,0.9868264806492888,0.9735855203654918,0.9421836105335071,0.8951820772700663
American Interna,0.4,0.9957006529688767,0.9883711890823832,0.9776109575171489,0.9483346566249856,0.8964307246950772,0.825785286427419
Arrow Electronic,0.4,0.995283174372546,0.9865791863752548,0.9719331819267436,0.9294222794996608,0.8737594139089955,0.7928254442069813
AutoZone Inc,0.4,0.996693636917846,0.9917655241478821,0.9860923451278275,0.9675150368409425,0.9371064151354644,0.882896444294
Avnet Inc,0.4,0.9956818787169178,0.9855994971856958,0.9691641846247175,0.9210172178742717,0.8544115470349335,0.7602695424773153
Baxter Internatio,0.4,0.9953733614586694,0.9862333873691936,0.9744474857325843,0.9279577719009092,0.8709346953770936,0.796260774027755
Verizon Commun,0.4,0.9945118279149714,0.9872316305833128,0.9763008686955571,0.9494090056720904,0.9024753934073775,0.831133318721301
Best Buy Co Inc,0.4,0.9956290856677247,0.9875265581807932,0.9781532380398619,0.9408806329251053,0.8875082310122968,0.7996748269537812
Boeing Co/The,0.4,0.9941019776146753,0.9855528630459149,0.9736229077014655,0.9401684778873908,0.8964215036105125,0.8318333922882889
Boston Scientific,0.4,0.9974414903633279,0.9939364642420927,0.9891241699259076,0.971198534683537,0.9399670113247973,0.8934283564068158
Bristol-Myers Sq,0.4,0.9971532322721226,0.9928739155712772,0.9869361740309833,0.9680976459588517,0.9369533282505426,0.8855589766715516
Campbell's Comp,0.4,0.9961699599745265,0.9904192170457675,0.9806234891386836,0.9499862716724169,0.8980393990443096,0.8250769698628374
Caterpillar Inc,0.4,0.9977358707136411,0.9945688014728837,0.9888996765281962,0.9757298933637664,0.9470379662105894,0.898857319782098
Conagra Brands ,0.4,0.9951948881550645,0.987564283917587,0.9740812612944747,0.929827543586861,0.86915044770494,0.7859699964707086
CSX Corp,0.4,0.9978742956299861,0.9950454440306599,0.9905871404287396,0.9798083408231899,0.9565074755817011,0.917264487904301
Danaher Corp,0.4,0.9980320690902781,0.9950969804145212,0.989610940511038,0.9746445577024039,0.9413477511515402,0.8895178815962329
Target Corp,0.4,0.9966171532239815,0.9894641234092507,0.9802132944371755,0.9547015625252068,0.9198022873132663,0.8651296194233162
Deere & Co,0.4,0.997614855942214,0.9935581466115588,0.9878006316772477,0.9708304426479171,0.9382907384360458,0.8799164674472602
Dominion Energy,0.4,0.9973925486975581,0.9920560287186108,0.9853875124214495,0.9652534277346992,0.9284590198792917,0.876524788618802
Dow Chemical Co,0.4,0.9948107716961879,0.9847322163567415,0.9680016835721772,0.9153853287766621,0.8444960032828818,0.7497243755134331
