Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0017644007244106861,0.002437802502289327
2,0.005250405626101728,0.006576081681363843
3,0.010648463012019938,0.01266544100241302
5,0.027979483250657265,0.03033763008392775
7,0.052634579251779764,0.05864805928763599
10,0.09384101735108742,0.09984625950164727
