Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0016776502620725164,0.0023538630152507094
2,0.005000568177117936,0.006398988555249336
3,0.009930996223690513,0.012341682904479156
5,0.026921756807794805,0.029915675992112346
7,0.051224179414310324,0.0586116086698037
10,0.09180689455703503,0.1002579458132697
