Company,Recovery,S_1Y,S_2Y,S_3Y,S_5Y,S_7Y,S_10Y
Advanced Micro D,0.4,0.9975986033051996,0.9931526948729459,0.986296310507341,0.9653865928842585,0.9298883463104559,0.8776511290543331
Honeywell Intern,0.4,0.9984377572064804,0.9958593290168023,0.9917960295082137,0.9792501106598248,0.9577637840213054,0.9170229999382757
Barrick Mining C,0.4,0.9983242545551259,0.9951308547267377,0.9897058285075028,0.9693723284497264,0.9361767558736508,0.8764293206688138
American Electri,0.4,0.9983960911678786,0.9953141058344722,0.9897907684934838,0.9737751849298185,0.9475048187756132,0.8983517205965609
American Expres,0.4,0.9982170076795127,0.9949648943683244,0.9898428306389192,0.9756185425766862,0.9502617853478101,0.9070358172633773
American Interna,0.4,0.9968039442289195,0.9911809822261093,0.9810952358145006,0.9519893879742675,0.9068937269188408,0.8366650696435931
Arrow Electronic,0.4,0.9968753984159784,0.9899035882486493,0.9776340738755045,0.9346798813045598,0.8879237055092303,0.8082938255697057
AutoZone Inc,0.4,0.997834431403771,0.9939011452007719,0.988724300174848,0.9706135737341431,0.9441796676798873,0.8913757065459863
Avnet Inc,0.4,0.9969790398674779,0.9889499869267752,0.9748873902450861,0.9269167300609684,0.8715286161851471,0.7785510225781686
Baxter Internatio,0.4,0.9966020797662374,0.9891898191686099,0.9782195513261717,0.933653328940967,0.8819781188185132,0.8061025496674478
Verizon Commun,0.4,0.9961141241598421,0.9900660648412477,0.9804958564782472,0.9531879223947722,0.9141933154320223,0.8445597871209156
Best Buy Co Inc,0.4,0.9969544002834436,0.9904383554550937,0.9813925865650305,0.9471291557503713,0.9028597879268676,0.8199272221628353
Boeing Co/The,0.4,0.995986546047948,0.988729520365479,0.9777370753644401,0.9451619117897213,0.9060582300470869,0.8404933921668805
Boston Scientific,0.4,0.9983066421183203,0.9951402373497038,0.9909576422953877,0.9733283732969998,0.9460236897979145,0.9006014194475107
Bristol-Myers Sq,0.4,0.9980143660646005,0.9944537502897678,0.9887467424622027,0.9707762193839268,0.9429475744306631,0.8917205587987842
Campbell's Comp,0.4,0.9973757427853153,0.9927113685269036,0.9839665808158558,0.9546121262430692,0.9098934494499595,0.8389430223592715
