Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0017304997420933166,0.002387100753454686
2,0.005140698806665167,0.006463298960421995
3,0.010568471822382252,0.01250619709901792
5,0.02808242629189217,0.030353555219437185
7,0.052790589921603216,0.05884848530825999
10,0.0935901657956417,0.10033687481755822
