Tenor,Detachment,Correlation
3.0,0.005,0.1359553514302276
3.0,0.01,0.16238268584405868
3.0,0.015,0.18530224686209387
3.0,0.02,0.20495653796043933
3.0,0.025,0.22158806261520103
3.0,0.03,0.235439324302485
3.0,0.035,0.24675282649839725
3.0,0.04,0.25577107267904386
3.0,0.045,0.26273656632053083
3.0,0.05,0.26789181089896424
3.0,0.055,0.2714793098904501
3.0,0.06,0.2737415667710944
3.0,0.065,0.27492108501700324
3.0,0.07,0.2752603681042826
3.0,0.075,0.273524444626837
3.0,0.08,0.26860408572173694
3.0,0.085,0.2609304086798376
3.0,0.09,0.2509345307919941
3.0,0.095,0.23904756934906174
3.0,0.1,0.22570064164189563
3.0,0.105,0.2113248649613509
3.0,0.11,0.19635135659828273
3.0,0.115,0.18121123384354632
3.0,0.12,0.16633561398799687
3.0,0.125,0.15215561432248947
3.0,0.13,0.13910235213787936
3.0,0.135,0.12760694472502168
3.0,0.14,0.11810050937477165
3.0,0.145,0.11101416337798442
3.0,0.15,0.10677902402551515
5.0,0.005,0.19511078194382475
5.0,0.01,0.2213086158659379
5.0,0.015,0.2471333007121214
5.0,0.02,0.2724131706640733
5.0,0.025,0.29697655990349164
5.0,0.03,0.3206518026120745
5.0,0.035,0.3432672329715198
5.0,0.04,0.36465118516352574
5.0,0.045,0.38463199336979015
5.0,0.05,0.40303799177201116
5.0,0.055,0.41969751455188675
5.0,0.06,0.434438895891115
5.0,0.065,0.447090469971394
5.0,0.07,0.4574805709744216
5.0,0.075,0.465669814413618
5.0,0.08,0.4722806907456299
5.0,0.085,0.4779843465669949
5.0,0.09,0.4834519284742508
5.0,0.095,0.4893545830639353
5.0,0.1,0.496363456932586
5.0,0.105,0.5044010332167818
5.0,0.11,0.512938512672556
5.0,0.115,0.5219701183256277
5.0,0.12,0.5314900732017165
5.0,0.125,0.5414926003265416
5.0,0.13,0.5519719227258222
5.0,0.135,0.5629222634252778
5.0,0.14,0.5743378454506277
5.0,0.145,0.5862128918275913
5.0,0.15,0.5985416255818877
7.0,0.005,0.17773622514425055
7.0,0.01,0.2076788949577896
7.0,0.015,0.2368106312980086
7.0,0.02,0.26509242666090954
7.0,0.025,0.2924852735424941
7.0,0.03,0.3189501644387641
7.0,0.035,0.3444480918457214
7.0,0.04,0.3689400482593677
7.0,0.045,0.39238702617570487
7.0,0.05,0.4147500180907347
7.0,0.055,0.435990016500459
7.0,0.06,0.45606801390087953
7.0,0.065,0.47494500278799806
7.0,0.07,0.4925819756578166
7.0,0.075,0.5089606036235318
7.0,0.08,0.5242159142553325
7.0,0.085,0.5385389347347078
7.0,0.09,0.5521206922431466
7.0,0.095,0.5651522139621384
7.0,0.1,0.5778245270731721
7.0,0.105,0.5902709986645331
7.0,0.11,0.6024791167120275
7.0,0.115,0.6144210897284251
7.0,0.12,0.6260691262264965
7.0,0.125,0.6373954347190112
7.0,0.13,0.6483722237187395
7.0,0.135,0.6589717017384513
7.0,0.14,0.6691660772909168
7.0,0.145,0.6789275588889061
7.0,0.15,0.6882283550451891
10.0,0.005,0.09139247989978812
10.0,0.01,0.13624397504420535
10.0,0.015,0.1802633856205024
10.0,0.02,0.2232113210453504
10.0,0.025,0.2648483907354205
10.0,0.03,0.3049352041073837
10.0,0.035,0.3432323705779112
10.0,0.04,0.379500499563674
10.0,0.045,0.4135002004813434
10.0,0.05,0.4449920827475904
10.0,0.055,0.4737367557790861
10.0,0.06,0.4994948289925016
10.0,0.065,0.522026911804508
10.0,0.07,0.5410936136317765
10.0,0.075,0.5571453940724822
10.0,0.08,0.5711235115647628
10.0,0.085,0.5835247737852334
10.0,0.09,0.5948459884105088
10.0,0.095,0.6055839631172044
10.0,0.1,0.6162355055819349
10.0,0.105,0.6269036414550822
10.0,0.11,0.6373393508659407
10.0,0.115,0.6475113732094948
10.0,0.12,0.6573884478807279
10.0,0.125,0.6669393142746242
10.0,0.13,0.6761327117861675
10.0,0.135,0.684937379810342
10.0,0.14,0.6933220577421312
10.0,0.145,0.7012554849765193
10.0,0.15,0.7087064009084905
