Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0015220662087461977,0.002325728273466478
2,0.004556393352841637,0.006223101827900567
3,0.009402281301809355,0.01197928721979352
5,0.02597225373958756,0.02857604268540956
7,0.04983589545432676,0.05620057979500201
10,0.09021204143908736,0.09687168406510702
