Company,Recovery,S_1Y,S_2Y,S_3Y,S_5Y,S_7Y,S_10Y
Advanced Micro D,0.4,0.9979893023346752,0.9944209651389155,0.9887549003184274,0.9724022206296574,0.9344128524243929,0.8762209027517607
Ally Financial Inc,0.4,0.9936577555113626,0.9797811061659708,0.9603982939549331,0.8909407225435754,0.80879886447,0.6847170017173252
Altria Group Inc,0.4,0.9983092566761236,0.9950339159654621,0.9892863283110988,0.9699490610625628,0.9362079524201172,0.8817155735096522
Amazon.com Inc,0.25,0.998536586911971,0.9959843912858883,0.9924479377432155,0.9822076986119318,0.9621797342729121,0.9267222177014393
American Electri,0.4,0.998544114948543,0.995805902557701,0.9909445734214323,0.9749170076400241,0.9500017667758026,0.9018485249826318
American Expres,0.4,0.9983511808605037,0.9951946686514107,0.9901688512762792,0.9753180430828652,0.9474475359237307,0.9005204521701329
American Interna,0.4,0.9971929771863518,0.9917854942674195,0.9828260523559528,0.9542585463639,0.9113121054424368,0.8432951335769752
Amgen Inc,0.4,0.9984355396906427,0.9947304539982127,0.988849147303408,0.9706490198133197,0.9409222890320709,0.886628304878878
APA Corp,0.4,0.9947800216582986,0.9846280022090012,0.9671995383104286,0.9074218374693775,0.8432277428555532,0.7396421323103655
Arrow Electronic,0.4,0.9971595144520787,0.9910529531242533,0.9807963661551763,0.9462237557465869,0.896298775297157,0.8194197852793881
AT&T Inc,0.4,0.9962885082342289,0.9900737806724169,0.9813980634465883,0.953746049890799,0.9141976674765954,0.8455682022757981
AutoZone Inc,0.4,0.9981375375770982,0.9940562246599635,0.9891959507246674,0.9717073625375883,0.9465595056323148,0.8963682792917167
Avnet Inc,0.4,0.9969909855392743,0.9901477830185972,0.9781468298384676,0.9394271207655407,0.8788666744213074,0.7881367569017776
Barrick Mining C,0.4,0.9986316942307174,0.995864837486336,0.9912086672987158,0.9731412567177881,0.9445944209537203,0.8898223917799414
Baxter Internatio,0.4,0.9974203155312754,0.9918313641211338,0.9836505101975439,0.9471451650756477,0.9016642752846542,0.8319259069433681
Best Buy Co Inc,0.4,0.9975286691317053,0.9922565228915389,0.984471009911483,0.9539264780579547,0.9122078256540616,0.836821760631842
Block Financial L,0.4,0.9969792639936333,0.9913428665244169,0.9819162647741789,0.954336153308417,0.8960380118657147,0.8023128431020317
BorgWarner Inc,0.4,0.9972381044086917,0.9918703749144377,0.9840364816023106,0.9566081903687746,0.91252144493862,0.8375499357796055
Boston Scientific,0.4,0.9984519172829402,0.9955591959364084,0.9923039354817209,0.9761158123935856,0.9501803409427515,0.9059624060702854
Bristol-Myers Sq,0.4,0.9983414005097898,0.9953740710073085,0.9898504760168835,0.9728183606034778,0.9467472196896349,0.9010450078692772
Broadcom Inc,0.4,0.9982723919999654,0.995030681086495,0.9896810152146313,0.9715401114924932,0.9384023693174243,0.8942181225727113
Canadian Natura,0.4,0.9967279868168647,0.9901699105721582,0.9797550015255406,0.9458619516367079,0.8968029635272511,0.7988955742422652
Capital One Finan,0.4,0.9959234168086595,0.9881698083067475,0.976417824005226,0.9397453090303837,0.8926228212327549,0.8074758975504486
Cardinal Health I,0.4,0.998410830912842,0.9948563947032292,0.9893668230187622,0.9714450862176992,0.9424242130714313,0.8870123654553955
Caterpillar Inc,0.4,0.9985658607707669,0.996050698678821,0.9912789423809785,0.9770133856635008,0.9527011053997991,0.9056372798802443
Cisco Systems In,0.4,0.9985284348153002,0.9956122080581992,0.9909653904083141,0.9754315349903739,0.9562532797677056,0.9174536716345049
Comcast Corp,0.4,0.9976386675841126,0.9933048622959869,0.9851420327461876,0.9601128698011319,0.926778379377144,0.8589304396742496
Conagra Brands ,0.4,0.9973813826970509,0.9921588010846256,0.9818538568485332,0.9422798522059819,0.8962230650455943,0.8203375717773598
ConocoPhillips,0.4,0.9979779572443513,0.9940976886502808,0.9878194072952766,0.9675411108246925,0.9361375685199319,0.8817032324563082
Cox Communicat,0.4,0.997922082582527,0.9935949719213665,0.9863782070684162,0.9615605148594316,0.9269072932502379,0.8548564333139888
CSX Corp,0.4,0.9988008925336159,0.9968975640863901,0.9931773783870066,0.9827907319735585,0.9613979931917923,0.9212752392831413
CVS Health Corp,0.4,0.9977629775728092,0.9926272070942999,0.9842321220693229,0.9564669016066999,0.9164295563420632,0.845974862891069
DR Horton Inc,0.4,0.9972629295086175,0.9917078146718407,0.9838066517119208,0.9572239685565087,0.9184175182491846,0.8520440514420561
Danaher Corp,0.4,0.9987323649625686,0.9963097844129593,0.9917462243263271,0.9773402180218855,0.9486030971392618,0.8973962340114224
Darden Restaura,0.4,0.997806029837852,0.9932684350045836,0.9864344699688329,0.9619908637333772,0.9286939963505306,0.8633339868741032
Deere & Co,0.4,0.9983906544412335,0.9953070235056173,0.9905572330653579,0.9738658154518546,0.945806384873476,0.8890463313639567
Dell Inc,0.4,0.997943950638952,0.9935917541615495,0.9849888167057657,0.9551509783422167,0.9059836879703863,0.8285802469891413
Delta Air Lines I,0.4,0.9947557270073445,0.9858434525833706,0.9708226182897607,0.9210182409493035,0.8569783108787795,0.7616621965950027
Devon Energy Co,0.4,0.9959369331659791,0.987074778317136,0.9725121173342486,0.9224471839152615,0.8663428861331351,0.7677353050853197
Dominion Energy,0.4,0.9983158980120148,0.9945005606166935,0.9889700133391918,0.9702634808881808,0.9374241574933592,0.8843721452484475
DXC Technology ,0.4,0.9955464330355801,0.9849551720585452,0.9669991368825741,0.8849969861879141,0.7915139429430802,0.6599180885866823
Eastman Chemica,0.4,0.9968541176305425,0.989068282054902,0.9752218650061076,0.926286535262948,0.8694546937877027,0.7828540672220272
Enbridge Inc,0.4,0.9966444288287635,0.9901022553047555,0.9812788106502304,0.9510215252292948,0.9062158400411808,0.8315025150645514
Energy Transfer ,0.4,0.9969641376390344,0.990556895108455,0.9815547451845927,0.9522281857710785,0.9039892433618169,0.8193454521035745
Exelon Corp,0.4,0.9985202149376983,0.9956402600163761,0.9908004901743312,0.9740714496368603,0.9482222472682079,0.8970098052886945
Expedia Group In,0.4,0.9979859812432651,0.9934624847919113,0.9854674964091555,0.9535044921039474,0.900308919512485,0.8103153331003222
FedEx Corp,0.4,0.9975349531211567,0.9925099900721728,0.9846436318181402,0.9586467450405374,0.9188055729941661,0.8506107923754246
FirstEnergy Corp,0.4,0.9978703596239613,0.9932918331411361,0.9863731171072084,0.9642491470294259,0.9273991718585803,0.8679167034773922
Ford Motor Co,0.4,0.9907573610533162,0.9742826209008983,0.9507025483470878,0.8767633388991812,0.7970215223250682,0.68290853185451
Freeport-McMoRa,0.4,0.9973829624348968,0.9911770504682894,0.9804975303376944,0.940463632436353,0.8878279867608084,0.8014595844196429
General Electric ,0.4,0.9986750335136039,0.9964248248845851,0.9928851080132287,0.9769918492075009,0.9430196163799308,0.8835530121475301
