Tenor,Index_Loss,Avg_Constituent_Loss
1,0.001543012572006086,0.002344404837925305
2,0.004692277368131226,0.006334967982018319
3,0.00952344638062983,0.012283435204400547
5,0.026067691103736346,0.02956132017458436
7,0.049711502081176896,0.057810507973189304
10,0.09032745580497618,0.09897601967151648
