Tenor,Detachment,Correlation
7.0,0.005,0.10549094295921434
7.0,0.01,0.12607969263322333
7.0,0.015,0.1474398789063993
7.0,0.02,0.16915064274630248
7.0,0.025,0.1907911251204929
7.0,0.03,0.2119404669965307
7.0,0.035,0.2321778093419761
7.0,0.04,0.2510822931243893
7.0,0.045,0.2682330593113302
7.0,0.05,0.28320924887035914
7.0,0.055,0.2955900027690362
7.0,0.06,0.3049544619749216
7.0,0.065,0.31088176745557544
7.0,0.07,0.3129510601785577
7.0,0.075,0.31261438091978955
7.0,0.08,0.3116585255053522
7.0,0.085,0.31016476747804683
7.0,0.09,0.3082143803806743
7.0,0.095,0.30588863775603553
7.0,0.1,0.3032688131469316
7.0,0.105,0.29886857748188894
7.0,0.11,0.2913125913067449
7.0,0.115,0.2808486125902671
7.0,0.12,0.26772439930122294
7.0,0.125,0.2521877094083799
7.0,0.13,0.23448630088050548
7.0,0.135,0.21486793168636711
7.0,0.14,0.19358035979473243
7.0,0.145,0.17087134317436894
7.0,0.15,0.14698863979404397
10.0,0.005,0.03784438269886044
10.0,0.01,0.07360220063411459
10.0,0.015,0.10950328594073826
10.0,0.02,0.14515242033927395
10.0,0.025,0.18015438555026392
10.0,0.03,0.2141139632942506
10.0,0.035,0.24663593529177635
10.0,0.04,0.2773250832633835
10.0,0.045,0.30578618892961446
10.0,0.05,0.3316240340110116
10.0,0.055,0.3544434002281172
10.0,0.06,0.37384906930147377
10.0,0.065,0.3894458229516236
10.0,0.07,0.4008384428991091
10.0,0.075,0.4088734925299332
10.0,0.08,0.4151255050704793
10.0,0.085,0.4202912170018602
10.0,0.09,0.4250673648051885
10.0,0.095,0.43015068496157705
10.0,0.1,0.4362379139521387
10.0,0.105,0.44321404635184625
10.0,0.11,0.45049946044114364
10.0,0.115,0.45809396825935
10.0,0.12,0.4659973818457844
10.0,0.125,0.4742095132397662
10.0,0.13,0.48273017448061434
10.0,0.135,0.49155917760764795
10.0,0.14,0.5006963346601864
10.0,0.145,0.5101414576775486
10.0,0.15,0.5198943586990539
