Tenor,Detachment,Correlation
5.0,0.03,0.14680572705062492
7.0,0.03,0.21194046699653077
7.0,0.07,0.3129510601785577
7.0,0.1,0.3032688131469316
7.0,0.15,0.146988639794044
10.0,0.03,0.21411396329425061
10.0,0.07,0.40083844289910914
10.0,0.1,0.43623791395213873
10.0,0.15,0.5198943586990539
