Tenor,Detachment,Correlation
3.0,0.005,0.1885817060344702
3.0,0.01,0.20116623767159636
3.0,0.015,0.21485276128675715
3.0,0.02,0.22927707958611918
3.0,0.025,0.24407499527584917
3.0,0.03,0.2588823110621138
3.0,0.035,0.27333482965107975
3.0,0.04,0.2870683537489135
3.0,0.045,0.29971868606178187
3.0,0.05,0.3109216292958516
3.0,0.055,0.3203129861572892
3.0,0.06,0.32752855935226133
3.0,0.065,0.3322041515869349
3.0,0.07,0.3339755655674762
3.0,0.075,0.3341341417068387
3.0,0.08,0.3342330717990206
3.0,0.085,0.3343009356217555
3.0,0.09,0.33436631295277747
3.0,0.095,0.33445778356982026
3.0,0.1,0.3346039272506177
3.0,0.105,0.33496792240310297
3.0,0.11,0.3356750596664023
3.0,0.115,0.33669708716503893
3.0,0.12,0.3380057530235363
3.0,0.125,0.3395728053664179
3.0,0.13,0.34136999231820686
3.0,0.135,0.34336906200342676
3.0,0.14,0.345541762546601
3.0,0.145,0.3478598420722529
3.0,0.15,0.3502950487049058
5.0,0.005,0.17818015128706577
5.0,0.01,0.20726173340921572
5.0,0.015,0.23598074517226686
5.0,0.02,0.26413284663500164
5.0,0.025,0.29151369785620274
5.0,0.03,0.3179189588946522
5.0,0.035,0.34314428980913275
5.0,0.04,0.3669853506584267
5.0,0.045,0.3892378015013165
5.0,0.05,0.4096973023965846
5.0,0.055,0.4281595134030134
5.0,0.06,0.4444200945793853
5.0,0.065,0.4582747059844829
5.0,0.07,0.4695190076770885
5.0,0.075,0.4783158596381197
5.0,0.08,0.4854243758769782
5.0,0.085,0.49153459749517203
5.0,0.09,0.4973365655942098
5.0,0.095,0.5035203212755995
5.0,0.1,0.5107759056408497
5.0,0.105,0.5189959606443904
5.0,0.11,0.527612243029775
5.0,0.115,0.5366234660821977
5.0,0.12,0.5460283430868519
5.0,0.125,0.5558255873289316
5.0,0.13,0.5660139120936306
5.0,0.135,0.5765920306661426
5.0,0.14,0.5875586563316614
5.0,0.145,0.5989125023753807
5.0,0.15,0.6106522820824944
7.0,0.005,0.18483483821707128
7.0,0.01,0.21631473811794738
7.0,0.015,0.24694196467837212
7.0,0.02,0.27666308322411665
7.0,0.025,0.3054246590809519
7.0,0.03,0.3331732575746489
7.0,0.035,0.3598554440309787
7.0,0.04,0.38541778377571234
7.0,0.045,0.4098068421346208
7.0,0.05,0.4329691844334752
7.0,0.055,0.45485137599804637
7.0,0.06,0.47539998215410556
7.0,0.065,0.4945615682274237
7.0,0.07,0.5122826995437718
7.0,0.075,0.5284085578363611
7.0,0.08,0.543098169404648
7.0,0.085,0.5567688664237711
7.0,0.09,0.5698379810688693
7.0,0.095,0.5827228455150814
7.0,0.1,0.5958407919375462
7.0,0.105,0.6091653373087699
7.0,0.11,0.6223869466089196
7.0,0.115,0.6354983740246262
7.0,0.12,0.64849237374252
7.0,0.125,0.6613616999492318
7.0,0.13,0.6740991068313921
7.0,0.135,0.6866973485756313
7.0,0.14,0.6991491793685805
7.0,0.145,0.7114473533968698
7.0,0.15,0.72358462484713
10.0,0.005,0.10276752750124907
10.0,0.01,0.14837590970366762
10.0,0.015,0.193053286964918
10.0,0.02,0.23658214917378734
10.0,0.025,0.27874498621906263
10.0,0.03,0.3193242879895308
10.0,0.035,0.358102544373979
10.0,0.04,0.394862245261194
10.0,0.045,0.4293858805399632
10.0,0.05,0.4614559400990733
10.0,0.055,0.4908549138273114
10.0,0.06,0.5173652916134646
10.0,0.065,0.5407695633463198
10.0,0.07,0.5608502189146641
10.0,0.075,0.5780907821017802
10.0,0.08,0.5933613269486373
10.0,0.085,0.6070241687305525
10.0,0.09,0.6194416227228432
10.0,0.095,0.6309760042008259
10.0,0.1,0.6419896284398181
10.0,0.105,0.6527392443576224
10.0,0.11,0.6632044908358716
10.0,0.115,0.6733320180956274
10.0,0.12,0.6830684763579511
10.0,0.125,0.6923605158439047
10.0,0.13,0.7011547867745498
10.0,0.135,0.7093979393709481
10.0,0.14,0.7170366238541611
10.0,0.145,0.7240174904452503
10.0,0.15,0.7302871893652778
