Tenor,Index_Loss,Avg_Constituent_Loss
1,0.0015779215484501563,0.0023538630152507094
2,0.004802062019777331,0.006398988555249336
3,0.009635328970427669,0.012341682904479156
5,0.02644069731191103,0.029915675992112346
7,0.05057408663997411,0.0586116086698037
10,0.09093671973307975,0.1002579458132697
